skill_level,cooking_time,prep_time,serves,carbohydrate,kcal,protein,salt,saturatedfat,fat,sugar,ingredients
Easy,1800,1500,4,54,448,27,1,3,11,12,wholemeal flour yeast salt rapeseed oil peppers onion rapeseed oil fennel seeds barbecue sauce tomato purÃ©e skinless chicken breast baby plum tomato Applewood smoked cheese
Easy,600,900,2,50,664,45,3.1,5,28,2,scallop prosciutto fettuccine extra virgin olive oil garlic clove thyme leaf lemon vermouth flat-leaf parsley
Easy,1200,300,6,21,118,5,0.37,,2,7,olive oil onion garlic clove red wine vinegar brown sugar pinto bean passata Worcestershire sauce coriander
Easy,1500,300,3,59,408,23,2.1,5,9,12,vegetable oil red onion beetroot orzo vegetable stock dill feta cheese
Easy,900,1200,0,36,279,3,0.27,6,15,20,oats desiccated coconut plain flour pecan raisin butter brown sugar maple syrup golden syrup water bicarbonate of soda
Easy,6000,1500,6,52,393,8,0.12,2,18,2,red onion garlic clove root ginger lemon juice olive oil turmeric chilli powder coriander olive oil carrot parsnip red onion potato leek prune mint
Easy,2100,1200,4,24,658,30,0.7,20,49,6,mint extra virgin olive oil lemon lamb cutlet garlic baguette tomatoes cucumber parsley honey
Easy,8100,2100,6,30,501,42,0.57,8,25,11,chicken red onion olive oil sage butternut squash Charlotte potato red chilli chorizo garlic
Easy,600,900,10,17,140,2,0.27,4,7,7,wholemeal flour baking powder porridge oats sugar butter golden syrup milk
Easy,10800,2700,6,28,659,52,2.5,16,36,8,leek carrot celery butter rapeseed oil beef mince bacon lardon plain flour thyme sprig Worcestershire sauce Marmite beef stock swede potato butter milk grated nutmeg mature cheddar breadcrumb
More effort,6600,1200,4,14,842,38,2.5,21,70,13,duck lemon clear honey dark soy sauce rice wine pancake spring onion hoisin sauce
Easy,6900,2700,10,34,622,,,24,45,5,butter thyme sprig gruyÃ¨re parmesan double cream chicken stock potato shallots garlic clove walnut tomato breadcrumb
A challenge,720,2700,15,38,372,5,0.2,13,22,33,large egg golden caster sugar clotted cream whole milk vanilla pod raspberry raspberry jam large egg golden caster sugar self-raising flour
Easy,2400,1200,4,49,500,16,1.5,11,24,18,potato parsnip chipolata butter apple spring onion flour chicken stock cube kale milk
Easy,1200,900,0,6,55,1,1.2,,2,2,corn sauce sunflower oil skewer sesame seed
Easy,1800,600,6,31,235,4,0.04,2,12,5,potato olive oil balsamic vinegar red onion parsley
Easy,2400,900,2,20,663,26,3.6,15,53,20,radish golden caster sugar white wine vinegar soy sauce brown sugar red chilli clear honey soy sauce rice wine white wine vinegar five spice powder duck breast vegetable oil radish garlic clove soy sauce sesame oil sesame seed
Easy,0,0,0,,,,,,,0,vodka juniper cardamom pod rose petals coriander seed lemon coffee filter paper vermouth green olive glasses shot measure glass cocktail stirrer cocktail strainer
Easy,0,0,2,34,531,41,0.86,11,27,0,lamb plain flour sunflower oil onion vegetable stock dill bay leaf potato lemon crÃ¨me fraÃ®che
Easy,0,1800,10,28,303,15,2.8,2,15,3,mayonnaise wholegrain mustard lemon dill bread hot-smoked salmon caper cucumber radish rocket
Easy,1200,1500,3,70,454,34,0.2,2,5,66,pork fillet pineapple onion lime skewer chilli onion garlic clove coriander cider vinegar brown sugar
Easy,2400,1200,4,20,398,7,0.8,22,31,13,vegetable oil creamed coconut Thai curry paste palm sugar fish sauce lime leaf lemongrass butternut squash coconut milk prawn coriander beansprouts
Easy,2100,1200,0,32,250,6,0.24,4,12,26,peanut butter dark chocolate brown sugar medium egg self-raising flour
Easy,2400,900,4,32,917,64,0.74,17,60,0,chicken thigh lemon tarragon olive oil new potato paprika
Easy,1500,600,2,18,477,38,1.04,10,21,16,cider chicken stock garlic cloves shallots thyme sprig celeriac dessert apple chicken breast crÃ¨me fraÃ®che chives mashed potato
Easy,11700,1800,20,59,421,4,0.2,8,16,50,butter light muscovado sugar egg plain flour mixed spice orange pecan apple juice unsalted butter maple syrup dark rum mixed dried fruit cranberry dark rum maple syrup
Easy,600,300,4,3,47,3,,,3,2,green bean olive oil shallot garlic clove lemon flaked almond
Easy,720,900,0,10,39,,,,,10,raspberry lemon jam
Easy,120,900,4,13,172,9,0.01,2,10,3,pea extra-virgin olive oil spring onion lettuce lemon parsley
Easy,600,600,5,40,418,24,1.1,3,18,2,egg noodle basil coriander peanut red chilli lime sesame oil olive oil king prawn
Easy,1800,1200,4,12,408,23,0.2,16,28,9,fennel seed garlic cloves ginger green chilli onion desiccated coconut lamb mince olive oil onion ginger garam masala turmeric chopped tomatoes coconut yogurt coriander rice
Easy,4500,1200,6,42,321,5,0.28,8,16,0,potato olive oil onion thyme butter
Easy,2400,900,6,36,521,17,2.6,4,35,5,sausagemeat chipotle paste green chilli spring onion coriander lime kidney bean puff pastry egg oregano ketchup
Easy,900,1200,0,3,69,4,,2,4,3,sunflower oil onion mace minced beef dried cranberries egg yolk lingonberry
More effort,4500,1800,0,58,490,8,0.35,11,27,44,unwaxed lemon egg golden caster sugar double cream icing sugar pastry icing sugar strawberry raspberry blueberry sherry vinegar mint
Easy,600,300,0,5,118,0.1,,,,4,rosÃ© wine star anise stem ginger black peppercorn allspice pink grapefruit crÃ¨me de cassis
Easy,300,300,2,24,323,19,1,4,16,4,tomato olive oil egg parsley garlic clove bap
Easy,300,300,1,45,307,11,1,2,9,18,granary bread banana cinnamon peanut butter
Easy,1080,600,8,57,774,34,3.1,22,44,8,raclette cheese new potatoes butter lettuce Baby Gem lettuce red peppers yellow pepper silverskin onions cornichons baguette Dijon mustard red wine vinegar sunflower oil chives meats raclette grill machine
Easy,3600,600,4,22,218,11,0.24,2,10,1,potato shallot olive oil oregano mushroom egg
Easy,1200,600,4,21,351,31,0.7,6,16,9,vegetable oil minced beef onion garlic clove ginger curry powder potato carrot tomato purÃ©e vegetable stock basmati rice
Easy,900,900,0,8,454,17,0.7,13,40,7,aubergine olive oil mozzarella plum tomato basil leaf basil leaf pine nut garlic clove parmesan olive oil
Easy,1800,600,8,67,626,6,0.3,22,36,63,double cream Greek yogurt amaretti biscuit rhubarb golden caster sugar orange juice egg butter
Easy,900,600,2,76,624,21,1.5,4,27,4,orecchiette olive oil anchovy garlic clove red chilli lemon breadcrumb purple sprouting broccoli
Easy,1500,600,2,58,427,16,1.1,6,15,24,butternut squash tofu rapeseed oil wild rice onion ginger garlic clove lemongrass red chilli turmeric ground cumin ground coriander mango baby spinach vegetable stock coconut milk soy sauce lime coriander
More effort,900,2100,8,30,497,23,0.7,7,30,15,butternut squash parsnip red onion rapeseed oil garlic clove sirloin steak hazelnut sage leaf spelt rocket balsamic vinegar Dijon mustard honey rapeseed oil
Easy,3000,600,0,12,225,17,0.6,3,12,12,chicken wings sesame oil oregano lemon sesame seeds honey yogurt harissa paste
Easy,5400,1800,0,90,763,10,0.71,25,43,56,unsalted butter golden syrup breadcrumb brandy caster sugar lemon egg self-raising flour milk clotted cream
Easy,1800,1200,4,87,639,30,5.1,6,19,18,minced beef breadcrumb black bean sweet chilli sauce ketchup Chinese five-spice powder sunflower oil egg noodle vegetable soy sauce sesame seed mint
Easy,1800,900,4,72,557,11,0.5,13,21,8,butter banana shallot garlic cloves bay leaf buckwheat white wine dried porcini Portobello mushroom chestnut mushroom beetroot crÃ¨me fraÃ®che horseradish dill lemon
Easy,0,300,2,9,34,,0.04,,,9,sugar mint lime soda water
Easy,0,300,0,1,72,3,0.1,4,6,1,ricotta spring onion lemon soured cream cucumber
Easy,1800,2400,8,45.1,428,9.3,0.5,12.9,23.5,35.1,shortcrust pastry plain flour light muscovado sugar butter condensed milk crÃ¨me fraÃ®che whipping cream instant coffee golden caster sugar Greek yogurt crÃ¨me fraÃ®che banana lemon juice cocoa powder
Easy,420,600,2,33,559,33,0.54,9,33,4,chicken breast egg polenta sunflower oil crÃ¨me fraÃ®che peri peri sauce watercress vinaigrette
Easy,0,3300,4,9,422,25,1.29,8,11,0,broad bean celery rocket mint extra-virgin olive oil pecorino extra-virgin olive oil lemon
A challenge,1200,1800,0,3,34,1,0.2,1,2,3,table salt shallot cherry tomato cauliflower florets cucumber caper butter plain flour malt vinegar caster sugar turmeric mustard
More effort,5400,1200,4,23,593,53,0.95,11,32,2,chicken bay leaf butter lemon garlic baguette olive oil white wine
Easy,1800,900,4,42,559,33,2.5,12,26,9,Puy lentils lemon red onion extra virgin olive oil caper chickpea beetroot parsley halloumi
Easy,3600,2400,0,79,576,9,0.5,10,25,65,dried fruit dried apricot glacÃ© cherry orange butter light muscovado sugar large egg self-raising flour ground almond mixed spice ground cinnamon nutmeg marzipan butter light muscovado sugar plain flour flaked almond golden syrup icing sugar orange juice
Easy,0,300,2,12,236,9,1.2,8,16,12,watermelon cucumber mint olive oil feta balsamic glaze
Easy,600,120,6,61,313,5,0.98,4,7,13,basmati rice butter caster sugar ground cinnamon cardamom pod ground turmeric raisin
Easy,0,300,0,8,160,2,2.8,,,8,ice vodka tomato juice lemon juice Worcestershire sauce Tabasco celery salt black pepper celery stick
Easy,1200,600,2,5,121,7,0.2,2,7,4,courgette garlic clove tahini lemon Greek yogurt mint olive oil
Easy,840,1620,0,5,77,2,0.2,3,5,0,ready-rolled puff pastry parmesan flour egg poppy seeds peppercorns
Easy,3900,2700,6,40,446,30,0.6,7,17,10,egg butter rapeseed oil onion plain flour milk flat-leaf parsley cornichon caper lemon floury potatoes haddock malt vinegar frozen peas
Easy,900,600,4,29,624,28,4.2,19,43,19,egg single cream vanilla seed paste golden caster sugar brioche butter vegetable oil bacon banana maple syrup
Easy,900,900,4,14,323,20,0.76,8,21,8,olive oil red onion squash sage egg gruyÃ¨re
Easy,1800,300,0,0.9,28,1,0.08,0.3,0.5,0.8,butter onion white fish white wine bouquet garni
Easy,600,900,0,8,164,5,0.3,6,13,1,vol-au-vent olive oil shallot garlic clove porcini chestnut mushroom thyme leaf mascarpone parmesan
More effort,1200,1200,4,45,357,9,0.2,3,13,27,plain flour large egg milk vanilla extract vegetable cherry golden caster sugar brandy ice cream
Easy,600,300,4,57,359,19,3.17,1,8,5,rice noodle tamarind fish sauce sugar garlic clove spring onion vegetable oil egg prawn beansprout salted peanut lime
Easy,900,900,0,22,166,3,0.2,1,7,11,raisin vegetable oil golden caster sugar large egg ground cinnamon vanilla extract plain flour bicarbonate of soda oats
A challenge,2100,3600,16,48,465,5,0.6,11,27,38,vegetable oil dark brown soft sugar egg apple self-raising flour ground cinnamon ground ginger bicarbonate of soda oats ground almond sultana lemon lemon apple butter dark brown soft sugar golden syrup cinnamon white caster sugar dark brown soft sugar lemon brandy butter white chocolate cream cheese vanilla pod Greek yogurt wooden skewer
Easy,300,600,4,20,100,2,1.3,,1,18,red cabbage sea salt black peppercorn bay leaf rosemary cider vinegar golden caster sugar red onion
Easy,600,600,4,35,384,8,0.5,13,23,1,sorrel butter lemon pappardelle pine nuts parmesan
More effort,2400,1800,2,27,824,40,3.98,24,62,15,scallop olive oil butter butternut squash chicken stock parmesan butternut squash olive oil streaky bacon red onion caper sherry vinegar chive
Easy,600,600,0,16,169,4,0.22,3,11,7,custard ground almond puff pastry mincemeat flaked almond icing sugar
Easy,600,1200,4,14,401,7,0.4,8,33,8,red onion red wine vinegar sugar corn cobs butter chipotle paste cherry tomatoes extra virgin olive oil lime coriander Little Gem lettuce macadamia nut avocado
Easy,1800,1800,4,26,840,55,2.61,21,44,0,rigatoni milk butter plain flour nutmeg cheddar dolcelatte cheese ham mixed nut parsley
Easy,120,300,0,0.2,26,1,1.24,0.3,2,0.1,cumin sesame seed oregano sumac
Easy,7200,600,2,90,1092,50,0.5,10,50,33,chicken thighs vermouth olive oil chicory orange pearled spelt parsley red wine vinegar olive oil shallot thyme sprigs orange garlic clove red chilli flakes honey Worcestershire sauce
Easy,300,300,4,5,184,6,1.17,5,16,5,tomato onion thyme sherry vinegar extra-virgin olive oil chorizo
Easy,1800,900,0,54,712,34,0.4,16,42,4,pork English mustard thyme potato butter leek plain flour sunflower oil
Easy,1500,900,0,43,386,4.3,0.45,7,23,30,sunflower oil muscovado sugar egg vanilla extract pumpkin sultana orange cinnamon self-raising flour bicarbonate of soda cream cheese icing sugar pecan
Easy,0,600,2,23,419,14,1.16,11,31,19,goat's cheese bread watercress walnut shallot olive oil sherry vinegar
Easy,480,300,4,35,484,31,2.28,8,25,5,tortilla chip chicken breast spring onion Red Leicester jalapeÃ±o pepper coriander salsa
Easy,0,2100,4,51,284,12,0.01,1,5,0,pasta broad bean olive oil onion garlic clove courgette plum tomato Tabasco sauce basil
Easy,900,1800,0,6,91,6,0.4,1,4,0,filo pastry sunflower oil sesame seed sweet chilli dipping sauce turkey spring onion ginger garlic clove Thai red curry paste Thai fish sauce lime leaf
Easy,8100,1200,8,31,357,9,0.29,12,23,4,olive oil onion thyme double cream milk potato butter crÃ¨me fraÃ®che parmesan
Easy,900,900,2,24,224,27,0.2,,2,5,Greek yogurt garlic clove smoked paprika lemon turkey bulgur wheat red onion tomato cucumber parsley mint
Easy,0,300,1,13,176,0.5,0.1,,0.1,9,lime golden granulated sugar vodka crushed ice
Easy,300,1800,0,4,80,1,0.01,4,7,3,dark chocolate milk chocolate double cream unsalted butter cocoa powder flavourless oil
Easy,600,300,4,76,528,18,1.06,4,19,4,spaghetti lemon olive oil parmesan artichoke heart black olive rocket
Easy,0,300,1,73,722,14,0.4,23,41,63,milk ice cream banana double cream cinnamon banana chip cherry
Easy,900,600,4,59,382,24,0.93,3,7,3,pasta broccoli prawn crÃ¨me fraÃ®che lemon
Easy,25200,3600,8,88,822,52,2.4,9,28,34,sea salt dark muscovado sugar pork jerk seasoning juice treacle black bean flour tortilla natural yogurt banana red onion avocado lemon lime red chilli coriander
Easy,1800,1800,4,31,371,11,0.7,12,21,15,lemon Jerusalem artichoke vegetable oil butter onion potato vegetable stock cream parmesan rosemary
Easy,600,600,0,3,217,17,0.9,10,15,2,king prawn salmon coconut milk pineapple desiccated coconut oil lime
Easy,0,300,1,1,110,,0.01,,,1,ice mescal red vermouth Campari orange slice
More effort,9900,2700,6,17,570,54,0.4,10,28,13,braising steak onion porcini olive oil plain flour port chestnut mushroom
Easy,2400,1200,6,17,239,14,0.8,3,12,6,olive oil celery carrot red onion garlic clove thyme leaf dried porcini plum tomato chicken stock parsley crusty bread egg
Easy,600,900,8,1,271,36,1.01,6,13,1,vegetable oil chicken breast ham gruyÃ¨re crÃ¨me fraÃ®che wholegrain mustard
Easy,0,1200,12,1,153,8,1.11,4,13,1,cottage cheese horseradish soured cream mackerel chive lemon chicory
More effort,5400,2400,12,23,336,12,1.1,10,21,3,new potato egg double cream milk Dijon mustard nutmeg brown shrimp chervil plain flour cayenne pepper mustard powder butter mature cheddar beetroot rapeseed oil Dijon mustard cider vinegar cress
More effort,0,0,2,40,888,34,1.22,18,67,0,olive oil harissa paste cumin turmeric paprika ground coriander flatleaf parsley lemon lamb carrot couscous vegetable stock satsuma allspice fresh mint red onion flaked almond Greek yogurt
Easy,0,900,8,10,138,3,0.42,1,10,9,white cabbage celery apple grape mayonnaise white wine vinegar walnut
Easy,2700,300,0,6,39,2,0.03,0.2,0.5,1,sweet potato butter garam masala spinach yellow split peas yogurt
Easy,0,0,6,48,529,13,1.36,14,33,0,puff pastry new potato goat's cheese parsley tarragon chive olive oil
Easy,3600,600,4,62,453,24,1.1,2,10,13,olive oil onion carrot celery sticks garlic clove Quorn mince bay leaf passata vegetable stock cube milk basil spaghetti vegetarian hard cheese
Easy,240,600,2,34,352,31,1.4,4,9,6,skinless chicken breast rapeseed oil garlic clove oregano Greek yogurt cucumber mint pitta bread tomatoes red pepper
Easy,0,300,1,1,150,,0.01,,,1,gin dry vermouth fake blood
Easy,300,1200,0,56,511,7,0.2,17,28,56,milk chocolate mini chocolate egg freeze-dried raspberry
Easy,1200,600,2,27,503,47,0.6,4,20,11,Puy lentils miso paste ginger garlic clove lime rapeseed oil sesame seeds salmon apple cider vinegar carrot pomegranate seeds spring onion coriander
Easy,0,300,0,,,,,,,0,red chilli vodka
Easy,1200,600,2,45,332,14,1.4,1,7,22,vegetable oil onion red pepper garlic clove ginger red chilli garam masala curry powder tomato pureÌe baked beans lemon rice
Easy,600,600,2,26,269,13,2.08,3,13,3,smoked bacon cherry tomato avocado lime chilli granary bread
Easy,900,900,4,51,438,31,0.96,6,14,7,beef basil Worcestershire sauce olive oil passata potato milk pesto
Easy,2400,900,4,43,366,32,0.5,1,7,3,potato olive oil breadcrumb lemon flat-leaf parsley white fish cherry tomato
